,State,Year,Sex,Age Group,Race and Hispanic Origin,Deaths,Population,Crude Death Rate,Standard Error for Crude Rate,Lower Confidence Limit for Crude Rate,Upper Confidence Limit for Crude Rate,Age-adjusted Rate,Standard Error for Age-adjusted Rate,Lower Confidence Limit for Age-adjusted Rate,Upper Confidence Limit for Age-adjusted Rate,State Crude Rate in Range,US Crude Rate,US Age-adjusted Rate,Unit,State.ABBR,Prescribing.Rate
487,Utah,2009,Both Sexes,All Ages,All Races-All Origins,478,2723421,17.5515,0.80278,15.978,19.1249,19.1305,0.89295,17.3803,20.8807,16–52,12.0624,11.9388,"per 100,000 population",UT,86.9
488,Utah,2010,Both Sexes,All Ages,All Races-All Origins,433,2763885,15.6664,0.75288,14.1907,17.142,16.8971,0.8279,15.2744,18.5198,16–52,12.4144,12.2966,"per 100,000 population",UT,86.6
489,Utah,2011,Both Sexes,All Ages,All Races-All Origins,504,2817222,17.89,0.79688,16.3281,19.4519,19.4712,0.88335,17.7399,21.2026,16–52,13.2674,13.1852,"per 100,000 population",UT,85.2
490,Utah,2012,Both Sexes,All Ages,All Races-All Origins,601,2855287,21.0487,0.85859,19.3658,22.7315,23.131,0.9584,21.2525,25.0094,16–52,13.2208,13.1422,"per 100,000 population",UT,84.5
491,Utah,2013,Both Sexes,All Ages,All Races-All Origins,594,2900872,20.4766,0.8401700000000001,18.8299,22.1233,22.064,0.91938,20.262,23.866,16–52,13.9127,13.8005,"per 100,000 population",UT,82.1
492,Utah,2014,Both Sexes,All Ages,All Races-All Origins,603,2942902,20.49,0.83442,18.8545,22.1254,22.4296,0.92617,20.6143,24.2449,16–52,14.7574,14.6831,"per 100,000 population",UT,78.8
493,Utah,2015,Both Sexes,All Ages,All Races-All Origins,646,2995919,21.5627,0.8483700000000001,19.8999,23.2255,23.3773,0.93214,21.5503,25.2043,16–52,16.304000000000002,16.2923,"per 100,000 population",UT,74.4
494,Utah,2016,Both Sexes,All Ages,All Races-All Origins,635,3051217,20.8114,0.8258700000000001,19.1927,22.4301,22.3516,0.8985799999999999,20.5904,24.1128,16–52,19.6925,19.7851,"per 100,000 population",UT,70.4
495,Vermont,2006,Both Sexes,All Ages,All Races-All Origins,75,622892,12.0406,1.3903299999999998,9.4707,15.093,12.2263,1.4358799999999998,9.5834,15.3727,10.3–12.6,11.5373,11.4883,"per 100,000 population",VT,56.9
496,Vermont,2007,Both Sexes,All Ages,All Races-All Origins,66,623481,10.5857,1.30301,8.187000000000001,13.4676,10.8459,1.3624100000000001,8.3343,13.8767,10.3–12.6,11.9543,11.8775,"per 100,000 population",VT,56.0
497,Vermont,2008,Both Sexes,All Ages,All Races-All Origins,73,624151,11.6959,1.3689,9.1677,14.7058,10.9471,1.31446,8.5175,13.8543,10.3–12.6,11.9864,11.8947,"per 100,000 population",VT,56.5
498,Vermont,2009,Both Sexes,All Ages,All Races-All Origins,55,624817,8.8026,1.1869399999999999,6.6313,11.4578,8.2928,1.1522,6.1934,10.8748,7.1–10.2,12.0624,11.9388,"per 100,000 population",VT,54.5
499,Vermont,2010,Both Sexes,All Ages,All Races-All Origins,63,625741,10.0681,1.2684600000000001,7.7366,12.8814,9.6989,1.26797,7.3833,12.5109,7.1–10.2,12.4144,12.2966,"per 100,000 population",VT,54.1
500,Vermont,2011,Both Sexes,All Ages,All Races-All Origins,83,626431,13.2497,1.45434,10.5533,16.425,12.8865,1.4643,10.1698,16.1059,12.6–16,13.2674,13.1852,"per 100,000 population",VT,53.6
501,Vermont,2012,Both Sexes,All Ages,All Races-All Origins,70,626011,11.1819,1.33649,8.7168,14.1277,10.9478,1.3595,8.4493,13.9539,10.3–12.6,13.2208,13.1422,"per 100,000 population",VT,54.6
502,Vermont,2013,Both Sexes,All Ages,All Races-All Origins,93,626630,14.8413,1.5389700000000002,11.9788,18.1816,15.0543,1.62975,12.0248,18.6148,12.6–16,13.9127,13.8005,"per 100,000 population",VT,52.2
503,Vermont,2014,Both Sexes,All Ages,All Races-All Origins,83,626562,13.2469,1.45404,10.5511,16.4215,13.9444,1.58317,11.0225,17.4033,12.6–16,14.7574,14.6831,"per 100,000 population",VT,50.4
504,Vermont,2015,Both Sexes,All Ages,All Races-All Origins,99,626042,15.8136,1.58933,12.8525,19.2525,16.6979,1.7312,13.4773,20.456,16–52,16.304000000000002,16.2923,"per 100,000 population",VT,60.1
505,Vermont,2016,Both Sexes,All Ages,All Races-All Origins,125,624594,20.012999999999998,1.7900200000000002,16.5046,23.5214,22.1702,2.0475,18.1571,26.1833,16–52,19.6925,19.7851,"per 100,000 population",VT,58.6
506,Virginia,2006,Both Sexes,All Ages,All Races-All Origins,629,7673725,8.1968,0.32683,7.5562,8.8374,8.0384,0.32166999999999996,7.4079,8.6689,7.1–10.2,11.5373,11.4883,"per 100,000 population",VA,67.2
507,Virginia,2007,Both Sexes,All Ages,All Races-All Origins,700,7751000,9.0311,0.34134000000000003,8.3621,9.7001,8.8951,0.33785,8.2329,9.5573,7.1–10.2,11.9543,11.8775,"per 100,000 population",VA,70.1
508,Virginia,2008,Both Sexes,All Ages,All Races-All Origins,718,7833496,9.1658,0.34206,8.4953,9.8362,9.0163,0.33852,8.3528,9.6798,7.1–10.2,11.9864,11.8947,"per 100,000 population",VA,73.0
509,Virginia,2009,Both Sexes,All Ages,All Races-All Origins,685,7925937,8.6425,0.33021,7.9953,9.2897,8.5371,0.32888,7.8925,9.1817,7.1–10.2,12.0624,11.9388,"per 100,000 population",VA,74.1
510,Virginia,2010,Both Sexes,All Ages,All Races-All Origins,558,8001024,6.9741,0.29524,6.3954,7.5528,6.812,0.2912,6.2412,7.3827,1.8–7.1,12.4144,12.2966,"per 100,000 population",VA,75.5
511,Virginia,2011,Both Sexes,All Ages,All Races-All Origins,798,8096604,9.856,0.3489,9.1721,10.5398,9.7429,0.34911,9.0587,10.4272,7.1–10.2,13.2674,13.1852,"per 100,000 population",VA,76.6
512,Virginia,2012,Both Sexes,All Ages,All Races-All Origins,733,8185867,8.9545,0.33074000000000003,8.3062,9.6027,8.9188,0.33316,8.2659,9.5718,7.1–10.2,13.2208,13.1422,"per 100,000 population",VA,79.6
513,Virginia,2013,Both Sexes,All Ages,All Races-All Origins,854,8260405,10.3385,0.35378000000000004,9.6451,11.0319,10.2361,0.35486999999999996,9.5406,10.9316,7.1–10.2,13.9127,13.8005,"per 100,000 population",VA,76.6
514,Virginia,2014,Both Sexes,All Ages,All Races-All Origins,980,8326289,11.7699,0.37598000000000004,11.033,12.5069,11.7135,0.37994,10.9688,12.4581,10.3–12.6,14.7574,14.6831,"per 100,000 population",VA,73.5
515,Virginia,2015,Both Sexes,All Ages,All Races-All Origins,1039,8382993,12.3941,0.38451,11.6405,13.1478,12.3604,0.38933,11.5973,13.1235,10.3–12.6,16.304000000000002,16.2923,"per 100,000 population",VA,68.1
516,Virginia,2016,Both Sexes,All Ages,All Races-All Origins,1405,8411808,16.7027,0.4456,15.8293,17.5761,16.7463,0.45378,15.8569,17.6357,16–52,19.6925,19.7851,"per 100,000 population",VA,63.4
517,Washington,2006,Both Sexes,All Ages,All Races-All Origins,897,6370753,14.08,0.47012,13.1585,15.0014,13.5749,0.45627,12.6806,14.4692,12.6–16,11.5373,11.4883,"per 100,000 population",WA,80.8
518,Washington,2007,Both Sexes,All Ages,All Races-All Origins,962,6461587,14.888,0.48001000000000005,13.9472,15.8288,14.3739,0.46724,13.4581,15.2897,12.6–16,11.9543,11.8775,"per 100,000 population",WA,84.4
519,Washington,2008,Both Sexes,All Ages,All Races-All Origins,1011,6562231,15.4063,0.48453,14.4567,16.355999999999998,14.7604,0.46896000000000004,13.8412,15.6796,12.6–16,11.9864,11.8947,"per 100,000 population",WA,86.6
520,Washington,2009,Both Sexes,All Ages,All Races-All Origins,987,6667426,14.8033,0.47118999999999994,13.8798,15.7269,14.3041,0.46098,13.4006,15.2076,12.6–16,12.0624,11.9388,"per 100,000 population",WA,86.1
521,Washington,2010,Both Sexes,All Ages,All Races-All Origins,916,6724540,13.6217,0.45008000000000004,12.7396,14.5039,13.1038,0.43878999999999996,12.2438,13.9639,12.6–16,12.4144,12.2966,"per 100,000 population",WA,85.0
522,Washington,2011,Both Sexes,All Ages,All Races-All Origins,997,6830038,14.5973,0.4623,13.6912,15.5034,14.0988,0.45405,13.2089,14.9887,12.6–16,13.2674,13.1852,"per 100,000 population",WA,81.6
523,Washington,2012,Both Sexes,All Ages,All Races-All Origins,985,6897012,14.2815,0.45505,13.3897,15.1734,13.6883,0.44338999999999995,12.8192,14.5573,12.6–16,13.2208,13.1422,"per 100,000 population",WA,78.7
524,Washington,2013,Both Sexes,All Ages,All Races-All Origins,969,6971406,13.8996,0.44652,13.0245,14.7748,13.4249,0.43927,12.5639,14.2858,12.6–16,13.9127,13.8005,"per 100,000 population",WA,75.2
525,Washington,2014,Both Sexes,All Ages,All Races-All Origins,979,7061530,13.8639,0.44309,12.9954,14.7323,13.2764,0.4323,12.429,14.1237,12.6–16,14.7574,14.6831,"per 100,000 population",WA,74.2
526,Washington,2015,Both Sexes,All Ages,All Races-All Origins,1094,7170351,15.2573,0.46128,14.3532,16.1614,14.7417,0.45457,13.8507,15.6327,12.6–16,16.304000000000002,16.2923,"per 100,000 population",WA,69.8
527,Washington,2016,Both Sexes,All Ages,All Races-All Origins,1102,7288000,15.1207,0.45548999999999995,14.228,16.0135,14.5105,0.44736000000000004,13.6337,15.3874,12.6–16,19.6925,19.7851,"per 100,000 population",WA,64.9
528,West Virginia,2006,Both Sexes,All Ages,All Races-All Origins,362,1827912,19.804000000000002,1.04088,17.7639,21.8441,20.3521,1.08251,18.2303,22.4738,16–52,11.5373,11.4883,"per 100,000 population",WV,129.9
529,West Virginia,2007,Both Sexes,All Ages,All Races-All Origins,397,1834052,21.6461,1.08638,19.5167,23.7754,22.4483,1.1418700000000002,20.2102,24.6864,16–52,11.9543,11.8775,"per 100,000 population",WV,135.1
530,West Virginia,2008,Both Sexes,All Ages,All Races-All Origins,459,1840310,24.9415,1.1641700000000001,22.6597,27.2232,25.741999999999997,1.22138,23.3481,28.1359,16–52,11.9864,11.8947,"per 100,000 population",WV,145.5
531,West Virginia,2009,Both Sexes,All Ages,All Races-All Origins,226,1847775,12.2309,0.8135899999999999,10.6363,13.8256,12.4329,0.84214,10.7823,14.0835,10.3–12.6,12.0624,11.9388,"per 100,000 population",WV,146.9
532,West Virginia,2010,Both Sexes,All Ages,All Races-All Origins,512,1852994,27.631,1.2211299999999998,25.2375,30.0244,28.8855,1.3014,26.3348,31.4363,16–52,12.4144,12.2966,"per 100,000 population",WV,143.1
533,West Virginia,2011,Both Sexes,All Ages,All Races-All Origins,635,1855364,34.2251,1.35818,31.5631,36.8871,36.2896,1.4674399999999999,33.4134,39.1658,16–52,13.2674,13.1852,"per 100,000 population",WV,139.6
534,West Virginia,2012,Both Sexes,All Ages,All Races-All Origins,558,1855413,30.0742,1.27314,27.5788,32.5695,32.0021,1.38486,29.2878,34.7165,16–52,13.2208,13.1422,"per 100,000 population",WV,136.9
535,West Virginia,2013,Both Sexes,All Ages,All Races-All Origins,570,1854304,30.7393,1.2875299999999998,28.2157,33.2629,32.1989,1.38089,29.4924,34.9055,16–52,13.9127,13.8005,"per 100,000 population",WV,129.0
536,West Virginia,2014,Both Sexes,All Ages,All Races-All Origins,627,1850326,33.8859,1.35327,31.2335,36.5383,35.5052,1.45259,32.6581,38.3523,16–52,14.7574,14.6831,"per 100,000 population",WV,126.4
537,West Virginia,2015,Both Sexes,All Ages,All Races-All Origins,725,1844128,39.314,1.4600799999999998,36.4522,42.1757,41.4936,1.58152,38.3938,44.5934,16–52,16.304000000000002,16.2923,"per 100,000 population",WV,111.3
538,West Virginia,2016,Both Sexes,All Ages,All Races-All Origins,884,1831102,48.2769,1.62373,45.0944,51.4594,52.0211,1.79198,48.5088,55.5334,16–52,19.6925,19.7851,"per 100,000 population",WV,96.0
539,Wisconsin,2006,Both Sexes,All Ages,All Races-All Origins,593,5577655,10.6317,0.43659,9.776,11.4874,10.6366,0.44031000000000003,9.7736,11.4996,10.3–12.6,11.5373,11.4883,"per 100,000 population",WI,64.7
540,Wisconsin,2007,Both Sexes,All Ages,All Races-All Origins,622,5610775,11.0858,0.4445,10.2146,11.957,11.0976,0.44933999999999996,10.2169,11.9783,10.3–12.6,11.9543,11.8775,"per 100,000 population",WI,69.2
541,Wisconsin,2008,Both Sexes,All Ages,All Races-All Origins,606,5640996,10.7428,0.4364,9.8874,11.5981,10.6039,0.43621000000000004,9.749,11.4589,10.3–12.6,11.9864,11.8947,"per 100,000 population",WI,70.6
542,Wisconsin,2009,Both Sexes,All Ages,All Races-All Origins,631,5669264,11.1302,0.44309,10.2617,11.9986,10.9348,0.44203000000000003,10.0684,11.8012,10.3–12.6,12.0624,11.9388,"per 100,000 population",WI,71.9
543,Wisconsin,2010,Both Sexes,All Ages,All Races-All Origins,630,5686986,11.0779,0.44136000000000003,10.2129,11.943,10.9422,0.44385,10.0723,11.8122,10.3–12.6,12.4144,12.2966,"per 100,000 population",WI,74.4
544,Wisconsin,2011,Both Sexes,All Ages,All Races-All Origins,698,5711767,12.2204,0.46255,11.3138,13.127,12.0766,0.46613000000000004,11.163,12.9902,10.3–12.6,13.2674,13.1852,"per 100,000 population",WI,75.2
545,Wisconsin,2012,Both Sexes,All Ages,All Races-All Origins,692,5726398,12.0844,0.45938,11.184000000000001,12.9848,12.2266,0.47472,11.2961,13.157,10.3–12.6,13.2208,13.1422,"per 100,000 population",WI,76.8
546,Wisconsin,2013,Both Sexes,All Ages,All Races-All Origins,856,5742713,14.9058,0.50947,13.9073,15.9044,15.0285,0.52496,13.9995,16.0574,12.6–16,13.9127,13.8005,"per 100,000 population",WI,73.8
547,Wisconsin,2014,Both Sexes,All Ages,All Races-All Origins,853,5757564,14.8153,0.50727,13.8211,15.8095,15.0648,0.52857,14.0288,16.1008,12.6–16,14.7574,14.6831,"per 100,000 population",WI,71.9
548,Wisconsin,2015,Both Sexes,All Ages,All Races-All Origins,878,5771337,15.2131,0.51342,14.2068,16.2194,15.4719,0.53525,14.4228,16.521,12.6–16,16.304000000000002,16.2923,"per 100,000 population",WI,67.5
549,Wisconsin,2016,Both Sexes,All Ages,All Races-All Origins,1074,5778708,18.5855,0.56712,17.4739,19.697,19.2873,0.60416,18.1031,20.4714,16–52,19.6925,19.7851,"per 100,000 population",WI,62.2
550,Wyoming,2006,Both Sexes,All Ages,All Races-All Origins,55,522667,10.523,1.4189100000000001,7.9273,13.6971,10.5619,1.4487299999999999,7.9116,13.8153,10.3–12.6,11.5373,11.4883,"per 100,000 population",WY,79.9
551,Wyoming,2007,Both Sexes,All Ages,All Races-All Origins,63,534876,11.7784,1.48394,9.0509,15.0697,12.2666,1.5744799999999999,9.383,15.757,10.3–12.6,11.9543,11.8775,"per 100,000 population",WY,80.8
552,Wyoming,2008,Both Sexes,All Ages,All Races-All Origins,74,546043,13.552,1.57539,10.6413,17.0134,14.0453,1.6644,10.9695,17.7162,12.6–16,11.9864,11.8947,"per 100,000 population",WY,81.0
553,Wyoming,2009,Both Sexes,All Ages,All Races-All Origins,60,559851,10.7171,1.38358,8.1783,13.7951,10.9508,1.44087,8.3154,14.1564,10.3–12.6,12.0624,11.9388,"per 100,000 population",WY,81.0
554,Wyoming,2010,Both Sexes,All Ages,All Races-All Origins,85,563626,15.0809,1.63576,12.0461,18.6478,14.9556,1.66261,11.8769,18.5884,12.6–16,12.4144,12.2966,"per 100,000 population",WY,80.4
555,Wyoming,2011,Both Sexes,All Ages,All Races-All Origins,85,568158,14.9606,1.62271,11.95,18.499000000000002,15.2082,1.6945400000000002,12.0775,18.9024,12.6–16,13.2674,13.1852,"per 100,000 population",WY,78.2
556,Wyoming,2012,Both Sexes,All Ages,All Races-All Origins,98,576412,17.0017,1.71743,13.8028,20.7197,16.7507,1.7378200000000001,13.52,20.5208,16–52,13.2208,13.1422,"per 100,000 population",WY,80.5
557,Wyoming,2013,Both Sexes,All Ages,All Races-All Origins,98,582658,16.8195,1.69902,13.6549,20.4975,17.2422,1.7864799999999998,13.9167,21.1229,16–52,13.9127,13.8005,"per 100,000 population",WY,81.5
558,Wyoming,2014,Both Sexes,All Ages,All Races-All Origins,109,584153,18.6595,1.7872599999999998,15.1565,22.1625,19.3823,1.9002599999999998,15.6577,23.1068,16–52,14.7574,14.6831,"per 100,000 population",WY,80.9
559,Wyoming,2015,Both Sexes,All Ages,All Races-All Origins,96,586107,16.3793,1.6717,13.2673,20.0019,16.4454,1.7294,13.2241,20.2142,16–52,16.304000000000002,16.2923,"per 100,000 population",WY,75.4
560,Wyoming,2016,Both Sexes,All Ages,All Races-All Origins,99,585501,16.9086,1.69938,13.7425,20.5856,17.5871,1.81892,14.195,21.5453,16–52,19.6925,19.7851,"per 100,000 population",WY,71.1
